id,domain,prompt
8456,Education / Beginner / STEM Classroom Projects,"Perform startup auto-calibration: collect 100 samples over 1.0 second to compute offset and scale, then apply them to subsequent readings. Add a safety block that times out after 1.0 second and uses default calibration. Provide inline tests verifying the math."
8457,Education / Beginner / STEM Classroom Projects,Estimate battery state-of-charge using coulomb counting blended with an open-circuit voltage correction every 60 s. Add a safety block that cuts off load below 10% SoC. Include inline tests with charge/discharge cycles and corrections.
8458,Education / Beginner / STEM Classroom Projects,"Design a multi-mode climate controller with modes OFF, ECO, COMFORT, and FAULT. Use hysteresis control in ECO and PID at 10 Hz in COMFORT to hold a setpoint in °C. Enforce WCET limits and mutual exclusivity of heater and fan via a safety block. Require comprehensive inline tests for mode transitions, setpoint changes, and injected faults."
8459,Education / Beginner / STEM Classroom Projects,"Create a small autonomous mission demo with phases INIT, EXPLORE, and RETURN. Use a state machine, fuse position from odometry and a beacon signal, and use PID to hold heading. Add a safety block implementing a 5 m geofence and a failsafe return. Include thorough inline tests for nominal runs and fault cases with timing constraints."
8460,Education / Beginner / STEM Classroom Projects,"Build a conveyor-style sequence controller with modes MANUAL, AUTO, and E-STOP. Coordinate three sensors for start, part-in-place, and jam detection; interlock actuators to ensure safe sequencing. Enforce a 20 Hz watchdog and 1 ms WCET per tick with a safety block. Provide comprehensive inline tests including race conditions and E-STOP."
8461,Education / Beginner / STEM Classroom Projects,"Implement a power management demo with modes SLEEP, IDLE, and ACTIVE. Schedule tasks with deadlines, scale output duty based on computed load, and limit current to 2.0 A as a safety constraint. Add a safety block that prevents brownout by shedding load. Include inline tests for mode coverage and limit enforcement."
8462,Education / Beginner / STEM Classroom Projects,"Capstone greenhouse controller for class: modes GERMINATE, GROW, HOLD. Maintain temperature (°C) with PID and humidity (%) with on/off control, sample at 5 Hz. Fuse two temperature sensors, detect sensor faults, and specify WCET budgets. Add safety blocks for heater runtime limits and humidity overshoot prevention. Require extensive inline tests including edge cases and failure injection."
8463,Education / Beginner / STEM Classroom Projects,Create a beginner-friendly blink demo: flash an LED at 1 Hz with a 50 percent duty cycle. Add a simple safety block that prevents the blink rate from exceeding 5 Hz even if a variable is mis-set. Include inline tests that verify on and off durations stay within 10 percent of the target over 10 cycles.
8464,Education / Beginner / STEM Classroom Projects,"Make a basic button-to-light exercise: when the button is held, the LED is on; when released, it is off. Use a safety block to debounce for 20 ms and ignore pulses shorter than that. Add inline tests simulating bounce sequences to confirm stable LED behavior."
8465,Education / Beginner / STEM Classroom Projects,"Write a small classroom alarm: if temperature exceeds 30 C, sound a buzzer for 1 second. Include a simple safety check that caps any continuous buzzer time to 2 seconds. Provide inline tests for values at 29.9 C, 30.0 C, and 31.5 C."
8466,Education / Beginner / STEM Classroom Projects,"Build a light-activated lamp demo: if measured light is below 100 lux, turn on the LED; above 120 lux, turn it off. Implement hysteresis to prevent flicker and a safety default to off on sensor fault. Add inline tests for transitions and fault handling."
8467,Education / Beginner / STEM Classroom Projects,"Create a simple counter that blinks the LED N times each time a button is pressed, where N increments from 1 to 5 then wraps. Add a safety block to ignore presses longer than 2 s. Include inline tests to verify wraparound and debounced counting."
8468,Education / Beginner / STEM Classroom Projects,"Design a toggle light: each valid button press inverts the LED state. Debounce for 200 ms and add a safety block that prevents toggling more than 5 times per second. Provide inline tests for single, double, and rapid press scenarios."
8469,Education / Beginner / STEM Classroom Projects,Map an analog input (0 to 100 percent) to LED brightness. Add a safety rate limiter so brightness changes no faster than 20 percent per second. Include inline tests that step the input and verify the limited slope.
8470,Education / Beginner / STEM Classroom Projects,Make a metronome beeper that ticks every 500 ms. Enforce a WCET under 2 ms for the periodic task and add a safety block that ensures minimum tick spacing of 300 ms. Add inline tests checking period error within ±5 ms across 10 ticks.
8471,Education / Beginner / STEM Classroom Projects,"Write a proximity alert: if distance is less than 20 cm, turn on a buzzer for 200 ms. Add a safety timeout so stale sensor values older than 250 ms are treated as invalid. Provide inline tests for 15 cm, 25 cm, and stale data cases."
8472,Education / Beginner / STEM Classroom Projects,"Create a door indicator using a single contact sensor: green LED when closed, red LED when open. If the sensor reports an error, default to red as a safety stance. Include inline tests for closed, open, and error states."
8473,Education / Beginner / STEM Classroom Projects,Build a heartbeat LED with a pattern of two quick blinks every 2 seconds. Add a safety guard that prevents any blink train from exceeding 10 Hz total toggles. Include inline tests to verify pattern timing and spacing.
8474,Education / Beginner / STEM Classroom Projects,"Make a simple clap trigger using a digital sound threshold input: when a rising edge occurs, turn the LED on for 200 ms. Add a safety refractory period of 300 ms to avoid retriggers. Provide inline tests with closely spaced edges."
8475,Education / Beginner / STEM Classroom Projects,"Create a temperature-to-color demo: below 20 C light blue, 20–25 C green, above 25 C red. Include a safety default to blue if the sensor is invalid. Add inline tests at 19.9 C, 22 C, 25.1 C, and invalid reading."
8476,Education / Beginner / STEM Classroom Projects,"Implement a simple stopwatch: a button starts and stops timing, and while running the LED blinks once per second. Add a safety limit that caps maximum run time to 10 minutes. Include inline tests for start, stop, and overrun behavior."
8477,Education / Beginner / STEM Classroom Projects,"Write an alarm latch: on sensor trip, the LED latches on and stays on until a reset button is pressed. Add a safety block disallowing latch if reset is being held. Provide inline tests for trip, latch, and reset sequences."
8478,Education / Beginner / STEM Classroom Projects,"Simulate a traffic light with states Green 5 s, Yellow 2 s, Red 5 s driving three LEDs. Include a safety assertion that Yellow and Green are never on together. Add inline tests verifying the full cycle timing and order."
